Indicador,Teleconnexió,Fase,Estació,Subregió,Període,Percentatge mesos,N episodis,N mesos
Mes molt fred,WeMO,Positiva,Primavera,Llevant Ibèric,Tots,26.47,9,34
Mes molt fred,WeMO,Positiva,Primavera,Llevant Ibèric,1981-1990,54.55,6,11
Mes molt fred,WeMO,Positiva,Primavera,Llevant Ibèric,1991-2000,18.18,2,11
Mes molt fred,WeMO,Positiva,Primavera,Llevant Ibèric,2001-2010,0.0,0,8
Mes molt fred,WeMO,Positiva,Primavera,Llevant Ibèric,2011-2020,25.0,1,4
Mes molt fred,WeMO,Positiva,Estiu,Llevant Ibèric,Tots,14.71,5,34
Mes molt fred,WeMO,Positiva,Estiu,Llevant Ibèric,1981-1990,28.57,2,7
Mes molt fred,WeMO,Positiva,Estiu,Llevant Ibèric,1991-2000,15.38,2,13
Mes molt fred,WeMO,Positiva,Estiu,Llevant Ibèric,2001-2010,8.33,1,12
Mes molt fred,WeMO,Positiva,Estiu,Llevant Ibèric,2011-2020,0.0,0,2
Mes molt fred,WeMO,Positiva,Tardor,Llevant Ibèric,Tots,23.53,8,34
Mes molt fred,WeMO,Positiva,Tardor,Llevant Ibèric,1981-1990,25.0,2,8
Mes molt fred,WeMO,Positiva,Tardor,Llevant Ibèric,1991-2000,35.71,5,14
Mes molt fred,WeMO,Positiva,Tardor,Llevant Ibèric,2001-2010,20.0,1,5
Mes molt fred,WeMO,Positiva,Tardor,Llevant Ibèric,2011-2020,0.0,0,7
Mes molt fred,WeMO,Positiva,Hivern,Catalunya-Balears,Tots,6.98,3,43
Mes molt fred,WeMO,Positiva,Hivern,Catalunya-Balears,1981-1990,16.67,2,12
Mes molt fred,WeMO,Positiva,Hivern,Catalunya-Balears,1991-2000,0.0,0,9
Mes molt fred,WeMO,Positiva,Hivern,Catalunya-Balears,2001-2010,0.0,0,4
Mes molt fred,WeMO,Positiva,Hivern,Catalunya-Balears,2011-2020,5.56,1,18
Mes molt fred,WeMO,Positiva,Primavera,Catalunya-Balears,Tots,26.47,9,34
Mes molt fred,WeMO,Positiva,Primavera,Catalunya-Balears,1981-1990,45.45,5,11
Mes molt fred,WeMO,Positiva,Primavera,Catalunya-Balears,1991-2000,27.27,3,11
Mes molt fred,WeMO,Positiva,Primavera,Catalunya-Balears,2001-2010,0.0,0,8
Mes molt fred,WeMO,Positiva,Primavera,Catalunya-Balears,2011-2020,25.0,1,4
Mes molt fred,WeMO,Positiva,Estiu,Catalunya-Balears,Tots,20.59,7,34
Mes molt fred,WeMO,Positiva,Estiu,Catalunya-Balears,1981-1990,14.29,1,7
Mes molt fred,WeMO,Positiva,Estiu,Catalunya-Balears,1991-2000,30.77,4,13
Mes molt fred,WeMO,Positiva,Estiu,Catalunya-Balears,2001-2010,16.67,2,12
Mes molt fred,WeMO,Positiva,Estiu,Catalunya-Balears,2011-2020,0.0,0,2
Mes molt fred,WeMO,Positiva,Tardor,Catalunya-Balears,Tots,35.29,12,34
Mes molt fred,WeMO,Positiva,Tardor,Catalunya-Balears,1981-1990,37.5,3,8
Mes molt fred,WeMO,Positiva,Tardor,Catalunya-Balears,1991-2000,57.14,8,14
Mes molt fred,WeMO,Positiva,Tardor,Catalunya-Balears,2001-2010,20.0,1,5
Mes molt fred,WeMO,Positiva,Tardor,Catalunya-Balears,2011-2020,0.0,0,7
Mes molt fred,WeMO,Positiva,Hivern,Golf del Lleó,Tots,18.6,8,43
Mes molt fred,WeMO,Positiva,Hivern,Golf del Lleó,1981-1990,16.67,2,12
Mes molt fred,WeMO,Positiva,Hivern,Golf del Lleó,1991-2000,33.33,3,9
Mes molt fred,WeMO,Positiva,Hivern,Golf del Lleó,2001-2010,25.0,1,4
Mes molt fred,WeMO,Positiva,Hivern,Golf del Lleó,2011-2020,11.11,2,18
Mes molt fred,WeMO,Positiva,Primavera,Golf del Lleó,Tots,44.12,15,34
Mes molt fred,WeMO,Positiva,Primavera,Golf del Lleó,1981-1990,81.82,9,11
Mes molt fred,WeMO,Positiva,Primavera,Golf del Lleó,1991-2000,36.36,4,11
Mes molt fred,WeMO,Positiva,Primavera,Golf del Lleó,2001-2010,12.5,1,8
Mes molt fred,WeMO,Positiva,Primavera,Golf del Lleó,2011-2020,25.0,1,4
Mes molt fred,WeMO,Positiva,Estiu,Golf del Lleó,Tots,32.35,11,34
Mes molt fred,WeMO,Positiva,Estiu,Golf del Lleó,1981-1990,14.29,1,7
Mes molt fred,WeMO,Positiva,Estiu,Golf del Lleó,1991-2000,53.85,7,13
Mes molt fred,WeMO,Positiva,Estiu,Golf del Lleó,2001-2010,25.0,3,12
Mes molt fred,WeMO,Positiva,Estiu,Golf del Lleó,2011-2020,0.0,0,2
Mes molt fred,WeMO,Positiva,Tardor,Golf del Lleó,Tots,44.12,15,34
Mes molt fred,WeMO,Positiva,Tardor,Golf del Lleó,1981-1990,50.0,4,8
Mes molt fred,WeMO,Positiva,Tardor,Golf del Lleó,1991-2000,57.14,8,14
Mes molt fred,WeMO,Positiva,Tardor,Golf del Lleó,2001-2010,0.0,0,5
Mes molt fred,WeMO,Positiva,Tardor,Golf del Lleó,2011-2020,42.86,3,7
Mes molt fred,WeMO,Positiva,Hivern,Mediterrani central occidental,Tots,9.3,4,43
Mes molt fred,WeMO,Positiva,Hivern,Mediterrani central occidental,1981-1990,16.67,2,12
Mes molt fred,WeMO,Positiva,Hivern,Mediterrani central occidental,1991-2000,11.11,1,9
Mes molt fred,WeMO,Positiva,Hivern,Mediterrani central occidental,2001-2010,0.0,0,4
Mes molt fred,WeMO,Positiva,Hivern,Mediterrani central occidental,2011-2020,5.56,1,18
Mes molt fred,WeMO,Positiva,Primavera,Mediterrani central occidental,Tots,20.59,7,34
Mes molt fred,WeMO,Positiva,Primavera,Mediterrani central occidental,1981-1990,36.36,4,11
Mes molt fred,WeMO,Positiva,Primavera,Mediterrani central occidental,1991-2000,27.27,3,11
Mes molt fred,WeMO,Positiva,Primavera,Mediterrani central occidental,2001-2010,0.0,0,8
Mes molt fred,WeMO,Positiva,Primavera,Mediterrani central occidental,2011-2020,0.0,0,4
Mes molt fred,WeMO,Positiva,Estiu,Mediterrani central occidental,Tots,20.59,7,34
Mes molt fred,WeMO,Positiva,Estiu,Mediterrani central occidental,1981-1990,14.29,1,7
Mes molt fred,WeMO,Positiva,Estiu,Mediterrani central occidental,1991-2000,38.46,5,13
Mes molt fred,WeMO,Positiva,Estiu,Mediterrani central occidental,2001-2010,8.33,1,12
Mes molt fred,WeMO,Positiva,Estiu,Mediterrani central occidental,2011-2020,0.0,0,2
Mes molt fred,WeMO,Positiva,Tardor,Mediterrani central occidental,Tots,29.41,10,34
Mes molt fred,WeMO,Positiva,Tardor,Mediterrani central occidental,1981-1990,37.5,3,8
Mes molt fred,WeMO,Positiva,Tardor,Mediterrani central occidental,1991-2000,50.0,7,14
Mes molt fred,WeMO,Positiva,Tardor,Mediterrani central occidental,2001-2010,0.0,0,5
Mes molt fred,WeMO,Positiva,Tardor,Mediterrani central occidental,2011-2020,0.0,0,7
Mes molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,Tots,11.63,5,43
Mes molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,1981-1990,16.67,2,12
Mes molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,1991-2000,11.11,1,9
Mes molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,2001-2010,25.0,1,4
Mes molt sec,WeMO,Positiva,Hivern,Llevant Ibèric,2011-2020,5.56,1,18
Mes molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,Tots,0.0,0,34
Mes molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,1981-1990,0.0,0,11
Mes molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,1991-2000,0.0,0,11
Mes molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,2001-2010,0.0,0,8
Mes molt sec,WeMO,Positiva,Primavera,Llevant Ibèric,2011-2020,0.0,0,4
Mes molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,Tots,0.0,0,34
Mes molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,1981-1990,0.0,0,7
Mes molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,1991-2000,0.0,0,13
Mes molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,2001-2010,0.0,0,12
Mes molt sec,WeMO,Positiva,Estiu,Llevant Ibèric,2011-2020,0.0,0,2
Mes molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,Tots,20.59,7,34
Mes molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,1981-1990,25.0,2,8
Mes molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,1991-2000,21.43,3,14
Mes molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,2001-2010,20.0,1,5
Mes molt sec,WeMO,Positiva,Tardor,Llevant Ibèric,2011-2020,14.29,1,7
Mes molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,Tots,18.6,8,43
Mes molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,1981-1990,8.33,1,12
Mes molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,1991-2000,33.33,3,9
Mes molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,2001-2010,0.0,0,4
Mes molt sec,WeMO,Positiva,Hivern,Catalunya-Balears,2011-2020,22.22,4,18
Mes molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,Tots,0.0,0,34
Mes molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,1981-1990,0.0,0,11
Mes molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,1991-2000,0.0,0,11
Mes molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,2001-2010,0.0,0,8
Mes molt sec,WeMO,Positiva,Primavera,Catalunya-Balears,2011-2020,0.0,0,4
Mes molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,Tots,0.0,0,34
Mes molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,1981-1990,0.0,0,7
Mes molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,1991-2000,0.0,0,13
Mes molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,2001-2010,0.0,0,12
Mes molt sec,WeMO,Positiva,Estiu,Catalunya-Balears,2011-2020,0.0,0,2
Mes molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,Tots,20.59,7,34
Mes molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,1981-1990,37.5,3,8
Mes molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,1991-2000,7.14,1,14
Mes molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,2001-2010,20.0,1,5
Mes molt sec,WeMO,Positiva,Tardor,Catalunya-Balears,2011-2020,28.57,2,7
Mes molt sec,WeMO,Positiva,Hivern,Golf del Lleó,Tots,9.3,4,43
Mes molt sec,WeMO,Positiva,Hivern,Golf del Lleó,1981-1990,16.67,2,12
Mes molt sec,WeMO,Positiva,Hivern,Golf del Lleó,1991-2000,11.11,1,9
Mes molt sec,WeMO,Positiva,Hivern,Golf del Lleó,2001-2010,0.0,0,4
Mes molt sec,WeMO,Positiva,Hivern,Golf del Lleó,2011-2020,5.56,1,18
Mes molt sec,WeMO,Positiva,Primavera,Golf del Lleó,Tots,5.88,2,34
Mes molt sec,WeMO,Positiva,Primavera,Golf del Lleó,1981-1990,9.09,1,11
Mes molt sec,WeMO,Positiva,Primavera,Golf del Lleó,1991-2000,9.09,1,11
Mes molt sec,WeMO,Positiva,Primavera,Golf del Lleó,2001-2010,0.0,0,8
Mes molt sec,WeMO,Positiva,Primavera,Golf del Lleó,2011-2020,0.0,0,4
Mes molt sec,WeMO,Positiva,Estiu,Golf del Lleó,Tots,0.0,0,34
Mes molt sec,WeMO,Positiva,Estiu,Golf del Lleó,1981-1990,0.0,0,7
Mes molt sec,WeMO,Positiva,Estiu,Golf del Lleó,1991-2000,0.0,0,13
Mes molt sec,WeMO,Positiva,Estiu,Golf del Lleó,2001-2010,0.0,0,12
Mes molt sec,WeMO,Positiva,Estiu,Golf del Lleó,2011-2020,0.0,0,2
Mes molt sec,WeMO,Positiva,Tardor,Golf del Lleó,Tots,32.35,11,34
Mes molt sec,WeMO,Positiva,Tardor,Golf del Lleó,1981-1990,37.5,3,8
Mes molt sec,WeMO,Positiva,Tardor,Golf del Lleó,1991-2000,28.57,4,14
Mes molt sec,WeMO,Positiva,Tardor,Golf del Lleó,2001-2010,0.0,0,5
Mes molt sec,WeMO,Positiva,Tardor,Golf del Lleó,2011-2020,57.14,4,7
Mes molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,Tots,18.6,8,43
Mes molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,1981-1990,16.67,2,12
Mes molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,1991-2000,33.33,3,9
Mes molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,2001-2010,0.0,0,4
Mes molt sec,WeMO,Positiva,Hivern,Mediterrani central occidental,2011-2020,16.67,3,18
Mes molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,Tots,0.0,0,34
Mes molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,1981-1990,0.0,0,11
Mes molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,1991-2000,0.0,0,11
Mes molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,2001-2010,0.0,0,8
Mes molt sec,WeMO,Positiva,Primavera,Mediterrani central occidental,2011-2020,0.0,0,4
Mes molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,Tots,0.0,0,34
Mes molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,1981-1990,0.0,0,7
Mes molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,1991-2000,0.0,0,13
Mes molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,2001-2010,0.0,0,12
Mes molt sec,WeMO,Positiva,Estiu,Mediterrani central occidental,2011-2020,0.0,0,2
Mes molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,Tots,11.76,4,34
Mes molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,1981-1990,12.5,1,8
Mes molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,1991-2000,7.14,1,14
Mes molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,2001-2010,0.0,0,5
Mes molt sec,WeMO,Positiva,Tardor,Mediterrani central occidental,2011-2020,28.57,2,7
Mes molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,Tots,0.0,0,43
Mes molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,1981-1990,0.0,0,12
Mes molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,1991-2000,0.0,0,9
Mes molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,2001-2010,0.0,0,4
Mes molt humit,WeMO,Positiva,Hivern,Llevant Ibèric,2011-2020,0.0,0,18
Mes molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,Tots,2.94,1,34
Mes molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,1981-1990,9.09,1,11
Mes molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,1991-2000,0.0,0,11
Mes molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,2001-2010,0.0,0,8
Mes molt humit,WeMO,Positiva,Primavera,Llevant Ibèric,2011-2020,0.0,0,4
Mes molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,Tots,2.94,1,34
Mes molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,1981-1990,0.0,0,7
Mes molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,1991-2000,7.69,1,13
Mes molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,2001-2010,0.0,0,12
Mes molt humit,WeMO,Positiva,Estiu,Llevant Ibèric,2011-2020,0.0,0,2
Mes molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,Tots,8.82,3,34
Mes molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,1981-1990,25.0,2,8
Mes molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,1991-2000,7.14,1,14
Mes molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,2001-2010,0.0,0,5
Mes molt humit,WeMO,Positiva,Tardor,Llevant Ibèric,2011-2020,0.0,0,7
Mes molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,Tots,2.33,1,43
Mes molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,1981-1990,0.0,0,12
Mes molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,1991-2000,0.0,0,9
Mes molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,2001-2010,0.0,0,4
Mes molt humit,WeMO,Positiva,Hivern,Catalunya-Balears,2011-2020,5.56,1,18
Mes molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,Tots,11.76,4,34
Mes molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,1981-1990,18.18,2,11
Mes molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,1991-2000,0.0,0,11
Mes molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,2001-2010,25.0,2,8
Mes molt humit,WeMO,Positiva,Primavera,Catalunya-Balears,2011-2020,0.0,0,4
Mes molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,Tots,5.88,2,34
Mes molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,1981-1990,0.0,0,7
Mes molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,1991-2000,7.69,1,13
Mes molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,2001-2010,8.33,1,12
Mes molt humit,WeMO,Positiva,Estiu,Catalunya-Balears,2011-2020,0.0,0,2
Mes molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,Tots,5.88,2,34
Mes molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,1981-1990,0.0,0,8
Mes molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,1991-2000,7.14,1,14
Mes molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,2001-2010,0.0,0,5
Mes molt humit,WeMO,Positiva,Tardor,Catalunya-Balears,2011-2020,14.29,1,7
Mes molt humit,WeMO,Positiva,Hivern,Golf del Lleó,Tots,23.26,10,43
Mes molt humit,WeMO,Positiva,Hivern,Golf del Lleó,1981-1990,25.0,3,12
Mes molt humit,WeMO,Positiva,Hivern,Golf del Lleó,1991-2000,22.22,2,9
Mes molt humit,WeMO,Positiva,Hivern,Golf del Lleó,2001-2010,0.0,0,4
Mes molt humit,WeMO,Positiva,Hivern,Golf del Lleó,2011-2020,27.78,5,18
Mes molt humit,WeMO,Positiva,Primavera,Golf del Lleó,Tots,41.18,14,34
Mes molt humit,WeMO,Positiva,Primavera,Golf del Lleó,1981-1990,54.55,6,11
Mes molt humit,WeMO,Positiva,Primavera,Golf del Lleó,1991-2000,18.18,2,11
Mes molt humit,WeMO,Positiva,Primavera,Golf del Lleó,2001-2010,37.5,3,8
Mes molt humit,WeMO,Positiva,Primavera,Golf del Lleó,2011-2020,75.0,3,4
Mes molt humit,WeMO,Positiva,Estiu,Golf del Lleó,Tots,17.65,6,34
Mes molt humit,WeMO,Positiva,Estiu,Golf del Lleó,1981-1990,14.29,1,7
Mes molt humit,WeMO,Positiva,Estiu,Golf del Lleó,1991-2000,15.38,2,13
Mes molt humit,WeMO,Positiva,Estiu,Golf del Lleó,2001-2010,16.67,2,12
Mes molt humit,WeMO,Positiva,Estiu,Golf del Lleó,2011-2020,50.0,1,2
Mes molt humit,WeMO,Positiva,Tardor,Golf del Lleó,Tots,26.47,9,34
Mes molt humit,WeMO,Positiva,Tardor,Golf del Lleó,1981-1990,12.5,1,8
Mes molt humit,WeMO,Positiva,Tardor,Golf del Lleó,1991-2000,42.86,6,14
Mes molt humit,WeMO,Positiva,Tardor,Golf del Lleó,2001-2010,20.0,1,5
Mes molt humit,WeMO,Positiva,Tardor,Golf del Lleó,2011-2020,14.29,1,7
Mes molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,Tots,20.93,9,43
Mes molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,1981-1990,8.33,1,12
Mes molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,1991-2000,11.11,1,9
Mes molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,2001-2010,25.0,1,4
Mes molt humit,WeMO,Positiva,Hivern,Mediterrani central occidental,2011-2020,33.33,6,18
Mes molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,Tots,14.71,5,34
Mes molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,1981-1990,18.18,2,11
Mes molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,1991-2000,0.0,0,11
Mes molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,2001-2010,25.0,2,8
Mes molt humit,WeMO,Positiva,Primavera,Mediterrani central occidental,2011-2020,25.0,1,4
Mes molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,Tots,0.0,0,34
Mes molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,1981-1990,0.0,0,7
Mes molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,1991-2000,0.0,0,13
Mes molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,2001-2010,0.0,0,12
Mes molt humit,WeMO,Positiva,Estiu,Mediterrani central occidental,2011-2020,0.0,0,2
Mes molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,Tots,11.76,4,34
Mes molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,1981-1990,0.0,0,8
Mes molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,1991-2000,7.14,1,14
Mes molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,2001-2010,20.0,1,5
Mes molt humit,WeMO,Positiva,Tardor,Mediterrani central occidental,2011-2020,28.57,2,7
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Llevant Ibèric,Tots,6.52,3,46
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Llevant Ibèric,1981-1990,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Llevant Ibèric,1991-2000,10.0,1,10
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Llevant Ibèric,2001-2010,0.0,0,12
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Llevant Ibèric,2011-2020,12.5,2,16
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Llevant Ibèric,Tots,5.88,2,34
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Llevant Ibèric,1981-1990,0.0,0,10
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Llevant Ibèric,1991-2000,14.29,1,7
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Llevant Ibèric,2001-2010,12.5,1,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Llevant Ibèric,2011-2020,0.0,0,9
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Llevant Ibèric,Tots,0.0,0,27
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Llevant Ibèric,1981-1990,0.0,0,4
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Llevant Ibèric,1991-2000,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Llevant Ibèric,2001-2010,0.0,0,7
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Llevant Ibèric,2011-2020,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Llevant Ibèric,Tots,7.69,3,39
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Llevant Ibèric,1981-1990,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Llevant Ibèric,1991-2000,9.09,1,11
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Llevant Ibèric,2001-2010,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Llevant Ibèric,2011-2020,16.67,2,12
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Catalunya-Balears,Tots,4.35,2,46
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Catalunya-Balears,1981-1990,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Catalunya-Balears,1991-2000,10.0,1,10
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Catalunya-Balears,2001-2010,8.33,1,12
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Catalunya-Balears,2011-2020,0.0,0,16
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Catalunya-Balears,Tots,5.88,2,34
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Catalunya-Balears,1981-1990,0.0,0,10
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Catalunya-Balears,1991-2000,0.0,0,7
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Catalunya-Balears,2001-2010,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Catalunya-Balears,2011-2020,22.22,2,9
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Catalunya-Balears,Tots,0.0,0,27
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Catalunya-Balears,1981-1990,0.0,0,4
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Catalunya-Balears,1991-2000,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Catalunya-Balears,2001-2010,0.0,0,7
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Estiu,Catalunya-Balears,2011-2020,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Catalunya-Balears,Tots,5.13,2,39
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Catalunya-Balears,1981-1990,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Catalunya-Balears,1991-2000,0.0,0,11
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Catalunya-Balears,2001-2010,0.0,0,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Tardor,Catalunya-Balears,2011-2020,16.67,2,12
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Golf del Lleó,Tots,2.17,1,46
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Golf del Lleó,1981-1990,12.5,1,8
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Golf del Lleó,1991-2000,0.0,0,10
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Golf del Lleó,2001-2010,0.0,0,12
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Hivern,Golf del Lleó,2011-2020,0.0,0,16
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Golf del Lleó,Tots,11.76,4,34
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Golf del Lleó,1981-1990,10.0,1,10
Episodi càlid amb baixa humitat del sòl,RONI/ENSO,Negativa,Primavera,Golf del Lleó,1991-2000,0.0,0,7
